Project;Type;Platform;янв.13;фев.13;мар.13;апр.13;май.13;июн.13;июл.13;авг.13;сен.13;окт.13;ноя.13;дек.13;янв.14;фев.14;мар.14;апр.14;май.14;июн.14;июл.14;авг.14;сен.14;окт.14;ноя.14;дек.14;янв.15;фев.15;мар.15;апр.15;май.15;июн.15;июл.15;авг.15;сен.15;окт.15;ноя.15;дек.15;янв.16;фев.16;мар.16;апр.16;май.16;июн.16;июл.16;авг.16;сен.16;окт.16;ноя.16;дек.16;янв.17;фев.17;мар.17;апр.17;май.17;июн.17;июл.17;авг.17;сен.17;окт.17;ноя.17;дек.17;янв.18;фев.18;мар.18
Пенза;Франчайзи;ПК;16848;18051;19645;19506;18291;18379;18992;18704;18700;19234;19046;18792;18654;18383;18933;18032;17012;16577;16395;15326;16036;16747;16261;16080;15393;15272;15593;14915;14190;14149;14028;14025;13723;14021;13640;13323;12895;13120;13233;12586;11914;11631;11130;11184;11084;11024;10954;10743;10404;10089;10452;9776;9416;9072;8513;8591;8392;8603;8546;8065;8025;7637;7448
Пермь;Филиал;Мобилка;36402;41273;51128;54773;62733;65442;72781;80101;87868;96281;102952;111227;118318;118359;132146;170692;171446;177875;184161;197629;207614;214657;220919;228588;226265;224549;234529;234464;234134;239527;249872;253461;262552;271540;272081;282827;285033;282502;291162;291579;283579;287363;288023;295615;315396;323192;317272;324539;323355;320884;331032;330228;336288;340813;349225;360341;359540;365397;368831;376107;376658;367619;382099
Пермь;Филиал;Онлайн;78336;86292;83726;84349;75567;80083;103065;107427;115357;154255;157696;155511;147525;139328;160174;146821;114272;109866;113309;120678;130291;153137;159436;170169;179317;205419;254015;264085;251972;280666;303815;289741;291973;315537;289168;309047;281813;294545;311102;302028;280499;312316;275500;284184;274480;282986;287343;310689;293208;290087;317503;314574;321571;311737;336199;351737;363102;387029;384997;404209;374879;371785;413813
Пермь;Филиал;ПК;264326;262006;278610;277114;264790;256977;256737;254014;254622;259955;255313;250996;246130;240981;242844;237910;223858;219924;215398;202826;209383;214784;209805;207329;197282;194339;197878;192339;179249;177626;177777;173811;170642;175906;172058;168361;161681;161356;162878;157310;147640;145053;138165;137767;137994;140948;138222;135233;130137;127023;129871;124319;119543;112947;106491;106228;106060;108371;105879;102437;99783;95915;95132
Петрозаводск;Франчайзи;Мобилка;3917;4488;6158;6504;7689;8627;10084;11075;12301;12367;13487;14587;14861;14300;16416;14344;15606;16209;17972;17157;18705;20069;18874;19015;19593;19592;20657;20482;21633;23760;25114;26304;25602;26355;26173;27637;27858;27986;28956;28319;28502;29783;31452;32549;32921;32766;31647;32667;33252;33055;34620;34391;34937;35951;37981;40117;39428;39868;39600;41169;42082;40598;43040
Петрозаводск;Франчайзи;Онлайн;10492;15614;20756;26065;23506;28040;35116;39388;42119;37918;41156;42507;42579;39288;44350;33482;24060;20473;18151;18992;21540;26619;29138;30799;32136;37568;48420;53090;50974;54643;53993;51245;52834;57745;51209;51986;46639;47623;49757;46771;43110;44157;40706;42941;39208;38524;40691;43043;42062;42675;47233;45686;50980;43170;49410;52117;55387;60648;61133;66944;67258;65279;73171
Петрозаводск;Франчайзи;ПК;2771;3412;4105;4169;3938;3881;4343;4405;4602;4819;4897;4941;4967;4955;5360;5131;4802;4572;4456;4111;4688;4903;4816;4736;4408;4441;4800;4547;4272;4211;4202;4148;4282;4315;4181;4070;3817;3937;4110;3857;3537;3482;3323;3379;3373;3436;3289;3227;3084;3049;3182;3008;2873;2645;2449;2410;2459;2556;2430;2404;2308;2348;2245
Петропавловск-Камчатский;Франчайзи;Мобилка;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2382;4318;5784;9568;14293;15294;17019;17386;18694;19873;20711;21791;24004;25628;25441;27235;27643;30020;30590;31449;32020;33472;34042;34907;36985;38982;42117;48378;47979;50402;50546;50412;55016;54411;55190;55082;57392;60960;61961;63932;63855;66026;65874;64933;68375
Петропавловск-Камчатский;Франчайзи;Онлайн;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;444;1800;2102;2270;2867;4101;6386;8141;9303;8798;10592;11761;10877;10599;11911;10589;11822;10448;11074;10933;11314;10196;11026;10816;11884;10662;12899;14368;15686;16441;16322;18834;18586;24063;19183;24394;27362;29649;32688;32498;38569;34975;35507;40381
Петропавловск-Камчатский;Франчайзи;ПК;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1477;1766;2374;3014;3108;3164;3131;3406;3666;3779;3446;3371;3467;3402;3536;3775;3779;3780;3650;4006;4120;4154;3949;3789;3799;3912;3935;4370;4310;4295;4089;4166;4274;4052;3917;3564;3355;3408;3469;3644;3590;3490;3255;3285;3331
Прага;Франчайзи;Мобилка;0;0;0;0;0;0;0;0;0;0;3625;5817;8786;7855;10730;15034;16203;16297;18245;20488;23289;35992;39466;40604;42394;39235;42771;42968;45609;30124;17869;18156;17869;20632;25188;27980;27847;28463;40760;36924;41205;39153;37982;35563;31163;23755;21380;22357;22594;20854;24307;28871;30116;24828;26086;26694;27004;27633;27495;28455;28695;24835;28172
Прага;Франчайзи;Онлайн;0;0;0;0;0;0;0;0;0;0;10562;29546;57900;40480;64064;59887;6654;50584;62736;33094;43120;50316;47950;34598;40635;40172;47235;50024;53324;53381;45730;44127;55089;52350;37957;37326;46407;31729;43472;69580;71518;64395;87249;82912;64954;43456;41796;44787;57442;64324;85605;81202;81049;70508;75725;78295;79059;92319;97587;82549;101043;88739;103168
Прага;Франчайзи;ПК;0;0;0;0;0;0;0;0;0;0;1705;1141;1143;949;999;1140;1027;954;1061;952;1027;1074;941;866;884;755;830;867;860;773;888;873;769;828;803;750;726;684;800;751;708;654;685;700;715;697;652;618;678;634;665;680;598;520;473;474;488;509;481;453;478;430;471
Псков;Франчайзи;Мобилка;0;0;0;0;5973;7316;9080;10475;11773;11800;13095;14314;14567;13764;15589;11530;12853;13182;15183;13225;14034;15354;14020;13517;14498;13957;14610;14464;15815;17089;19083;20671;19075;19602;19257;20476;20801;20951;21101;21367;22099;23037;24563;24668;23533;22279;21401;22387;22616;21775;22521;22873;23912;24377;27122;28298;26294;26104;26282;27257;27764;25762;27851
Псков;Франчайзи;Онлайн;0;0;0;0;0;2354;5032;6803;9964;10053;11164;13984;16108;15952;19059;14013;9890;8590;8209;7536;8680;11353;12959;14803;15798;19819;25216;27577;27097;29956;30878;29970;30118;32068;29867;31076;28231;29497;30803;28636;26424;28709;26413;28059;24847;25156;25311;27177;28054;27741;31412;30527;35574;30963;36425;39483;40693;43560;43925;45615;44213;44509;50776
Псков;Франчайзи;ПК;0;0;0;0;884;1018;1537;1594;1582;1720;1797;1721;1796;1796;1780;1679;1631;1523;1667;1451;1582;1685;1616;1603;1555;1547;1711;1704;1553;1618;1630;1698;1640;1705;1617;1556;1488;1534;1590;1488;1414;1353;1414;1388;1307;1258;1248;1137;1124;1076;1122;1056;1020;993;933;915;885;956;912;897;831;834;817
Республика Алтай;Франчайзи;Мобилка;10057;11222;13792;15221;18016;19804;23815;24949;24944;25723;26726;28218;29318;28872;31827;18693;20688;21594;26297;25251;20994;22261;18660;19717;21148;20594;21339;21451;22506;24693;30802;28345;22482;22022;21562;22348;23240;22100;22020;22377;24331;30109;39230;33272;26095;21074;18681;19352;20220;19501;20011;20144;22905;29520;44504;39879;26417;23504;22330;22735;23746;21649;23236
Республика Алтай;Франчайзи;Онлайн;4533;5668;6840;7133;6320;8438;9933;8278;7687;9487;9941;9611;9882;8939;10535;10224;7426;6429;8441;8254;7255;7801;7917;8189;8887;10020;11880;14332;15020;24737;23677;18569;15297;15634;14552;15775;15660;15833;16929;16231;21371;27412;30606;24758;17293;16859;16354;17817;18321;17212;18104;17172;19328;22962;32457;37169;30436;30046;28673;31703;30956;32146;35916
Республика Алтай;Франчайзи;ПК;7398;7482;8038;8721;8804;8823;10426;8993;7309;7209;6892;6686;6675;6564;6867;7039;6931;6663;7649;6355;5999;6066;5520;5536;5236;5429;5776;5752;5475;6296;6937;5943;5088;5041;4777;4578;4390;4581;4900;4805;4812;5461;6461;5181;4248;4011;3719;3472;3390;3415;3652;3533;3646;3955;4816;3864;3059;2982;2797;2615;2636;2568;2624
Ростов-на-Дону;Франчайзи;Мобилка;25308;29307;38106;40342;46640;51343;57468;63513;68780;73163;78361;84908;86632;86502;96174;92979;97256;101068;110040;111029;115453;110200;115535;115888;114398;115725;120978;120645;126295;131771;139221;143636;141565;142483;140773;144672;140063;142698;147819;148271;149480;153521;161389;163456;170334;167555;163137;163629;161387;160901;169206;169914;175654;181120;192839;199377;196250;192402;190550;194526;187615;182926;193511
Ростов-на-Дону;Франчайзи;Онлайн;49781;62248;63155;55731;53130;54068;71379;87468;87039;84020;91168;93870;86550;82063;97516;67490;55096;53621;52928;52540;58443;68030;74582;80332;89614;116194;154183;159453;171140;193102;202047;192977;200913;203072;189180;192848;168016;181909;190484;176487;171232;189928;169660;170987;153995;152141;154875;163856;157688;159083;179362;168384;179714;176081;204879;219687;223867;228164;229513;248769;231264;241101;267650
Ростов-на-Дону;Франчайзи;ПК;55108;55756;59175;58411;55907;55533;55739;54807;53960;54178;52789;51523;49491;48344;49661;47198;44754;43731;43764;40114;41717;42307;41226;40459;38044;37535;38723;37155;35333;34923;34829;34310;33195;33371;32550;31542;29371;30253;30842;28726;27655;27112;26245;25793;25328;25135;24403;23497;22619;21998;22778;21214;20450;19524;18523;18968;18092;18080;17856;17386;16603;16012;15951
Рязань;Франчайзи;Мобилка;13071;14428;19168;20298;23632;25699;28346;31768;35741;35947;38753;41836;41814;40507;46029;44328;46433;47416;50809;48255;53081;52044;55989;55173;54231;53492;55418;55186;57467;60250;62572;64898;65265;66687;65781;68547;67309;68497;70524;69369;68532;69373;71551;71771;76626;75189;72167;73639;73006;74104;76758;75499;77248;78539;81733;83763;84968;85960;85118;86404;84911;83409;88006
Рязань;Франчайзи;Онлайн;29021;36263;36354;36728;32020;40124;52350;56177;62197;59594;61902;63725;65117;58902;64245;43690;27817;25254;25130;25820;32160;39833;40135;42367;47311;58014;76268;79086;78857;88904;91375;86376;91408;97159;89282;89739;81703;86456;88681;83459;77362;81281;75308;75747;71694;72033;72028;76709;78355;78269;86117;82599;84764;92891;94080;102515;108772;115445;114474;121984;114210;113260;125979
Рязань;Франчайзи;ПК;18108;18419;19793;19718;18184;18130;18266;17916;18466;18564;18336;17682;17496;17365;17589;16599;15502;15096;14513;13331;14290;14866;14402;14134;13243;13027;13430;12847;12045;11877;11586;11501;11478;11604;11589;11098;10619;10698;10888;10360;9623;9501;9157;9050;9006;9262;8876;8396;8187;7987;8198;7593;7349;6880;6501;6487;6395;6661;6376;6136;5887;5881;5660
Самара;Филиал;Мобилка;36388;41926;53797;56475;64720;71106;77031;85342;94538;101489;108566;117149;120813;122660;138381;144834;148031;154198;163594;171769;176326;179706;184714;189468;186940;188604;197369;195672;197870;201548;212600;219796;223758;227048;227848;236158;235306;242329;247773;245555;245218;249565;256458;259326;275680;276021;270757;275121;272672;272916;284899;284579;291692;298487;310251;318987;316692;316702;315772;319293;315741;309464;324538
Самара;Филиал;Онлайн;68398;80482;82159;81744;70672;51504;69703;91719;95277;114313;120134;123287;127238;128633;147532;134808;124759;125250;124668;127763;139043;157325;161837;172840;183564;211792;244475;252200;250155;279249;296357;293817;292171;308092;286505;307038;274951;292139;308005;292228;279294;306868;279971;279288;263814;269638;273983;292341;272356;270261;296427;286663;289062;290962;310934;331399;336796;353273;351518;359018;340291;340779;379136
Самара;Филиал;ПК;194002;193130;203865;201952;192649;190372;189797;186674;185511;186934;183186;179049;173592;171584;173544;166989;156925;154086;152180;141855;146777;149280;144698;143444;135139;133559;136987;132336;124015;121824;120663;119894;118054;119989;117586;114850;109524;110977;112170;106507;101508;98540;95259;93834;93947;92804;91942;88276;85000;82872;85330;80542;77152;73661;69058;68763;67774;68982;67249;64672;62960;60535;59767
Санкт-Петербург;Филиал;Мобилка;70266;78542;107351;116562;138466;149672;165525;180987;203487;210392;227048;240510;252725;249605;282086;269351;294946;304481;331772;307722;335032;313622;331860;326043;333103;329290;350518;351645;407744;453774;493298;517875;493672;520720;509292;528733;520510;535219;562679;572182;589121;618741;652725;645984;668137;672384;652161;666906;668449;656863;692001;710838;732659;753045;810470;818043;794437;797619;793642;799122;797776;764871;814155
Санкт-Петербург;Филиал;Онлайн;103288;135822;142507;128456;108067;55940;79875;103725;117582;115538;126874;133606;147292;141221;162509;170533;180051;163828;146792;152131;176638;203320;217778;269247;269055;378478;436685;445525;508896;558086;573719;562294;572247;613118;566736;568694;475584;514891;536818;520328;495593;568787;497265;503339;478322;490777;488226;525727;492066;483931;533918;540984;518655;519565;571355;592151;629926;675452;678246;726929;659068;666006;749938
Санкт-Петербург;Филиал;ПК;72590;72166;78947;81801;81067;78846;80504;79912;77859;78396;76059;72554;71626;69410;71970;70941;69133;68165;67347;60911;64454;66012;63597;61032;58591;57679;60844;59592;58727;59389;59144;58695;56858;58375;55891;53495;51550;52306;53726;51936;49981;50095;48670;47992;46861;46576;44611;42663;41643;40284;42190;41565;38824;36914;35312;34464;33485;34386;33051;31482;30827;29435;29417
Сантьяго;Франчайзи;Мобилка;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3340;3573;4067;5351;23009;31329;25095;22636;21821;21770;19911;20643;18986;19421;17341;17597;16990;15993;16546;16698;16960;17086;16310;22576;20469;19444;18697;19962;19478;19690;17261;16554;15694;15445;14724;16210;15662;15728;15201;16230;17569;17424;18045;18650;18634;18732;18594;20175
Сантьяго;Франчайзи;Онлайн;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14535;47127;55281;56659;118537;151767;172285;197381;201864;278946;298638;338002;302652;288613;292115;300050;320783;306631;355588;363032;367442;372880;356092;433226;400382;388566;387910;418481;431448;394639;458997;467493;433812;450878;410046;612708;488749;451299;401415;507780;524971;488686;555593;558263;480864;504735;452288;550281
Сантьяго;Франчайзи;ПК;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;352;324;426;326;345;359;288;285;289;300;279;308;339;353;344;340;348;313;326;310;278;255;247;282;304;306;252;259;242;292;248;229;214;194;162;183;178;168;154;136;158;131;138;122;110;108;87;85
Саранск;Франчайзи;Мобилка;0;3798;5823;6696;8083;9310;10622;12083;12978;13388;14636;15967;16458;16047;18216;13826;14536;15561;17609;14805;16405;17658;16977;16482;16960;16712;17095;16982;17467;18497;19840;20914;20074;20639;20077;20620;20586;20872;21105;20139;20320;20717;22323;22333;22763;21250;20077;20404;20672;20446;21842;20804;21394;21960;23308;24616;23584;23167;22673;22884;23358;22321;23788
Саранск;Франчайзи;Онлайн;0;0;1872;4841;7024;10846;14559;15179;18119;17507;19357;23284;24673;24817;30769;19326;16125;16701;15859;17505;18031;22939;23653;13873;16861;21379;27151;28579;27670;30775;30928;29349;30179;32220;28781;29853;26669;28500;29084;25900;24573;25344;23541;24765;24190;23188;25098;26790;26641;26733;28604;27372;28170;27123;31279;34379;36849;38404;38350;39751;38624;40008;45570
Саранск;Франчайзи;ПК;0;1400;1577;1830;1691;1673;1927;2068;2116;2287;2345;2268;2467;2463;2563;2524;2228;2292;2254;2006;2229;2322;2166;2124;2010;2115;2289;2044;1855;1880;1881;1878;1882;1918;1868;1728;1545;1742;1810;1660;1517;1421;1516;1392;1425;1345;1343;1210;1107;1090;1264;1139;1053;958;945;940;900;936;936;875;865;878;839
Саратов;Франчайзи;Мобилка;16114;18541;23694;24814;28760;31494;35463;39085;43342;45712;48796;53110;55003;55264;61781;65509;68443;70924;76299;78806;82368;84003;88109;89530;89225;89635;94591;92576;95361;99021;104720;109000;110983;113783;112619;116610;115446;116949;121202;120113;120996;124540;130210;134871;141983;141424;138122;140980;139676;139468;145202;144273;149486;152791;160516;168218;167782;168241;167726;171350;170315;167483;175056
Саратов;Франчайзи;Онлайн;46223;58667;58885;55423;50382;47691;58259;70130;73748;75995;80567;84338;81617;78253;88587;69147;54195;53148;55746;58793;71069;84058;87962;94802;104978;126691;164491;165197;166560;182956;189072;184451;185078;192205;175325;185961;170219;180762;194172;182097;170104;190508;173569;182311;162508;161531;168171;174520;174178;173749;193556;182354;191113;189858;216598;225353;231371;243128;246372;257148;242820;246840;277695
Саратов;Франчайзи;ПК;40739;41211;44243;43836;41612;41602;41951;41501;41821;41910;41042;40632;39633;39510;39948;37691;35220;34504;34091;31624;33266;33745;33075;32375;30647;30312;31480;29493;27772;27517;27111;26854;26558;26799;26277;25593;24313;24455;24874;23625;22334;21944;21420;21179;21229;20886;20523;19871;19174;18425;19003;17561;17002;16199;15314;15396;14876;15046;14754;14330;13985;13291;13136
Саяногорск;Франчайзи;Мобилка;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2865;3427;4093;3790;4296
Саяногорск;Франчайзи;Онлайн;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2726;3775;4518;4438;5426
Саяногорск;Франчайзи;ПК;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;97;119;119;95
Смоленск;Франчайзи;Мобилка;5620;6396;8446;9324;10819;12074;13407;15138;16392;16778;17973;19530;20206;18902;21854;20587;22164;22928;25416;24376;26702;27645;27577;28362;28202;27844;28856;28341;29872;31494;33388;34249;34030;34980;34328;36120;36175;36220;36741;36479;36362;36816;39128;39309;40415;39378;38370;39360;39951;39468;40716;40313;41710;42737;45122;46175;45330;45305;45321;46232;46047;44263;46708
Смоленск;Франчайзи;Онлайн;16625;22470;24109;27378;23355;29220;40233;42060;43197;38761;41273;42401;43836;40957;42915;26854;20544;18888;18575;18828;22993;27853;31429;38316;36950;45423;57077;57676;57806;62633;63921;60974;60363;64740;59284;60544;55200;57696;59499;55245;50291;53080;49408;50671;45420;46145;46978;50449;49653;49071;52677;51878;52715;51581;59791;62728;65493;69564;69435;73226;71818;73245;81058
Смоленск;Франчайзи;ПК;3451;3956;4383;4527;4425;4386;4654;4686;4762;4955;4953;4917;4836;4811;5024;4820;4455;4391;4282;3893;4039;4349;4208;4112;4011;3932;4159;3870;3655;3594;3663;3594;3552;3528;3490;3416;3119;3284;3309;3094;2821;2785;2759;2776;2609;2686;2620;2509;2438;2320;2362;2187;2079;2003;1887;1865;1794;1903;1825;1777;1717;1614;1609
Сочи;Франчайзи;Мобилка;22868;25690;33959;36933;44025;51684;61401;66707;66832;66341;71224;79975;88898;99248;94160;66120;74120;89261;110743;113237;93531;72708;68410;69580;79338;78214;84340;87063;100219;122046;153878;166476;127751;97637;83314;85381;96140;95061;103467;113047;134161;176506;230356;235627;181843;112655;94301;91619;106233;106603;115705;122697;141923;177899;239323;259589;199614;151763;121508;119499;133543;126316;139861
Сочи;Франчайзи;Онлайн;14885;17935;19699;18707;17867;21591;27462;25626;23740;24650;26393;28699;30939;29147;28686;24761;22975;26282;29610;28958;25714;25768;26375;27621;36850;45163;56438;60907;74073;97083;111279;111685;88689;73966;62068;70643;75524;81567;91670;92775;101893;135701;145361;133156;92860;69087;66850;69547;75128;75584;81795;82295;92636;103340;137594;155483;129246;109470;107489;113443;119660;119981;140714
Сочи;Франчайзи;ПК;22146;23091;24695;25072;25326;26568;28624;26892;23577;21768;21166;21086;22311;24054;21021;19336;19577;21315;22540;19586;17989;16548;15359;14943;15652;15868;17500;17547;18276;21180;21743;20781;17828;16131;14317;13675;14329;15148;16441;16482;17302;19144;19802;18492;15182;12717;11743;11247;11832;11984;12795;12303;13064;13416;13577;12768;10850;9567;8882;8239;8789;8803;9121
Ставрополь;Франчайзи;Мобилка;10785;12373;16452;17317;19577;21662;24338;27356;30139;32288;35229;38836;40703;40868;45804;46570;48908;50693;54028;55461;58862;58085;62380;63516;63906;65251;67515;65762;67642;69838;72126;75030;78032;78962;79576;83430;83429;84398;85795;85132;85648;88240;90488;93774;99964;100604;98897;101070;102395;101967;105232;104874;108159;110345;114062;119000;121373;120805;120981;124613;123844;122047;127038
Ставрополь;Франчайзи;Онлайн;27133;33816;35361;35893;32887;21357;30009;46595;47650;45124;51957;56335;57109;55199;60839;48340;38153;35725;36464;36773;44223;50114;54277;57909;65757;75930;94724;92733;94965;104122;108523;105353;106497;108517;100075;110349;103510;107677;111444;102052;100121;111834;101542;102697;95199;95273;96401;103663;102643;98166;107852;100604;106006;103400;119416;127466;132595;134045;134754;148944;141713;138644;153515
Ставрополь;Франчайзи;ПК;18775;19467;21585;21507;20569;20619;20656;20608;20687;20801;20616;20374;20273;20023;20436;19713;18609;18018;17783;16231;17529;17407;17102;16867;15892;15745;16180;15132;14696;14293;14324;13996;13891;13723;13445;13267;12684;12671;12857;12149;11633;11339;11023;10873;10848;10662;10196;9777;9655;9263;9054;8647;8434;8046;7713;7720;7581;7537;7274;7103;6947;6660;6526
Старый Оскол;Франчайзи;Мобилка;6201;6968;9161;9677;11485;12365;13701;15184;15598;15756;16888;18557;18767;17738;19768;14275;15067;15618;17668;15833;16947;17618;16104;16065;16725;16006;16298;16002;16232;16515;17595;18290;17038;17389;17192;17718;18122;17935;17764;17095;17792;17802;19266;19089;18091;16446;15768;15852;16431;16078;16586;16386;16726;16966;18570;19349;17543;17405;17085;17519;17974;16717;17302
Старый Оскол;Франчайзи;Онлайн;13390;16387;18724;17757;17645;21178;26237;26910;28431;24846;25566;27688;29809;27459;30128;19216;16665;15895;15848;16789;16579;19065;19961;13000;14613;16933;21968;22442;22790;25121;26297;25126;23488;25177;23038;23968;22886;22653;22993;21154;21448;22433;21266;21777;18886;19014;19694;20192;22228;21412;22745;21721;22462;22556;26549;28538;28676;31440;30634;32883;34730;34321;38909
Старый Оскол;Франчайзи;ПК;2383;2427;2777;2770;2608;2524;2621;2681;2559;2586;2582;2534;2544;2483;2497;2372;2228;2121;2162;1925;2069;2103;1998;1897;1894;1814;1924;1804;1647;1683;1682;1731;1613;1643;1622;1628;1468;1487;1561;1470;1360;1332;1351;1258;1226;1225;1235;1113;1050;1063;1088;1061;943;924;873;841;768;828;795;731;747;724;698
Стерлитамак;Франчайзи;Мобилка;11140;13136;15674;16761;19553;20683;23909;26377;27074;29331;31424;34466;36168;36394;40886;34998;35850;37709;41731;42670;40174;42939;44100;46089;48532;46627;48710;47932;48694;49894;54089;55550;53527;55723;56250;59484;62177;61756;62071;59942;61765;62248;65091;65946;67054;65861;64503;66527;69102;67280;68339;68757;71810;73656;78047;81392;77036;77412;77784;80239;82311;78689;81581
Стерлитамак;Франчайзи;Онлайн;21743;25525;27031;28399;26256;27167;35243;34608;34887;38667;40746;40401;41309;38335;42568;32168;21056;20532;22204;24038;26364;30259;32211;34763;38639;43563;54098;54377;53443;57930;61019;58573;55043;60206;54235;59054;58959;58816;62428;58323;56257;58750;54774;56481;51989;51536;54130;55971;57799;57549;61304;58517;59354;58764;67141;74260;73788;80446;79179;84323;84381;81201;92228
Стерлитамак;Франчайзи;ПК;15348;15849;16960;17503;16418;15888;16098;16098;15519;16063;15501;15322;15438;15265;15609;14908;13666;13351;13530;11983;12529;12928;12788;12379;11807;11609;11668;11308;10336;10276;10260;10460;10070;10346;10154;9757;9531;9442;9732;9014;8488;8146;7882;7775;7751;7594;7403;7062;6877;6669;6902;6370;6144;5728;5221;5352;5126;5295;5169;4849;4781;4563;4501
Сургут;Франчайзи;Мобилка;26189;30494;38178;40402;45316;48008;50411;56327;62199;68528;73155;79754;85386;86500;95891;99186;101347;101346;105584;112400;117339;118838;118572;123050;125833;126766;131468;130766;130345;122736;126722;131423;135915;139841;139877;145657;147907;147036;150588;149703;150368;147538;149601;152124;160861;163032;158753;161913;164591;163554;170016;169000;172210;171820;175102;180520;181732;184790;183242;186528;185138;182307;191486
Сургут;Франчайзи;Онлайн;26087;30453;28719;28878;29389;30758;34764;37145;41002;43593;45260;46613;46330;43088;45657;40425;32014;29038;30346;34021;40764;47856;49973;51638;60288;70506;84100;84756;83597;85761;88333;90162;93665;97478;85375;94404;88972;94397;98965;94777;91463;89454;85237;89939;91130;94110;97777;102405;101363;101034;111797;104840;106985;97670;106612;119335;132590;140852;136406;145374;140424;139446;156579
Сургут;Франчайзи;ПК;37172;37348;39725;40417;39284;36459;35784;36055;37277;39376;38469;37825;37228;37433;38006;36509;34362;31581;31116;29278;32346;33507;32458;31692;29993;30086;30850;29576;27916;26499;26242;26138;26845;27621;26994;25910;24266;25189;25269;24479;23075;21436;20377;20444;21542;22405;22138;21661;21178;20942;21833;20424;19756;17746;16704;16798;17582;18122;17406;16611;16029;15892;15755
Сыктывкар;Франчайзи;Мобилка;5188;5847;7611;8002;9266;9901;10973;12391;13435;14090;15217;16823;17290;17097;19190;20138;20953;21764;24163;24443;25623;27787;27832;28257;28943;28535;30119;29772;30240;31729;33614;34984;34893;36044;36331;37922;39367;39173;39911;39769;38379;39368;40660;42270;44193;44695;44485;45675;46550;46000;47748;47849;48473;49522;51834;54587;53445;53976;54524;56141;56780;55409;58134
Сыктывкар;Франчайзи;Онлайн;18769;22881;24806;26984;24682;28010;34617;38285;39959;42187;45244;45230;44193;41660;46244;33775;22208;19950;21423;21573;25225;30777;32726;34439;37219;41758;51987;54891;52166;57914;60585;57915;59602;64885;58571;60734;56243;58267;61246;58440;53812;54974;50027;52866;50241;52593;53611;58160;56749;57110;62612;62632;62598;60270;65884;69949;73336;79453;78409;83366;78882;78177;87355
Сыктывкар;Франчайзи;ПК;5327;5769;6302;6386;6019;5905;5993;6201;6317;6840;6679;7114;6942;6968;7202;7045;6427;6102;6092;5661;6161;6369;6130;6168;5844;5826;6135;5938;5429;5423;5370;5298;5265;5532;5323;5043;4881;4852;5005;4791;4477;4299;3975;3992;4124;4240;4037;3929;3763;3660;3732;3620;3353;3158;2967;2917;2958;2988;2846;2737;2606;2521;2496
Тамбов;Франчайзи;Мобилка;0;1268;5923;7084;8600;9829;11490;12801;14119;14425;15983;17594;18275;17291;19823;14606;15731;16669;19190;15858;17998;18614;18624;18282;19159;18661;19444;19392;20449;21952;23980;25706;24118;24908;24901;26414;26704;27035;27650;27433;28397;28631;31296;32260;31941;30280;29885;30649;31673;31419;32520;32507;33934;34755;38127;39887;37578;37463;37645;38760;39501;37702;39911
Тамбов;Франчайзи;Онлайн;0;0;3722;7357;7671;14128;19278;19865;23150;20508;23454;36870;30492;28315;31558;19188;13139;10925;9992;9972;11534;14787;17623;19100;21737;27733;36901;36967;38492;43190;45446;42265;42254;46036;42313;43595;40600;42857;44623;41230;40885;42501;39537;41164;36612;37548;40105;41543;42101;42107;46986;44101;46025;46965;53466;57507;59886;64656;67402;70635;69460;69397;79588
Тамбов;Франчайзи;ПК;0;652;1567;1751;1648;1647;1923;1855;1882;1968;2032;2039;2021;2087;2083;2163;2038;2078;2091;1881;1965;2097;2019;2031;1866;1987;2123;2084;1955;2006;2065;2108;2011;2085;2040;1915;1851;2004;2101;1934;1867;1749;1758;1703;1618;1640;1573;1483;1443;1417;1470;1334;1365;1222;1187;1199;1153;1155;1080;1057;1045;1003;1035
Тверь;Франчайзи;Мобилка;11417;12826;17463;19029;22273;23883;26177;28913;30704;29865;32015;34551;34300;32003;35693;30253;32229;32497;36081;32441;35915;35822;35186;33737;35103;34435;35564;35426;37358;39903;41606;43265;40710;42625;41595;44394;43378;43385;44324;44012;43349;44383;46987;46905;46406;44518;42696;43704;43593;43264;44896;44752;45945;46975;50294;51546;50529;50632;50326;51261;51145;49380;52585
